trial,deck,gain,loss,probabilities
65,A,110,0,"[('C', 0.833216), ('A', 0.13257), ('D', 0.03096), ('B', 0.003254)]"
66,A,130,350,"[('A', 0.769598), ('B', 0.128945), ('C', 0.053454), ('D', 0.048002)]"
67,C,60,0,"[('A', 0.502658), ('C', 0.46358), ('D', 0.029119), ('B', 0.004643)]"
68,C,65,25,"[('C', 0.756609), ('A', 0.213263), ('D', 0.022473), ('B', 0.007654)]"
69,C,55,0,"[('C', 0.987552), ('D', 0.009514), ('A', 0.001818), ('B', 0.001116)]"
70,C,80,50,"[('C', 0.674039), ('D', 0.321699), ('A', 0.00331), ('B', 0.000952)]"
71,A,90,0,"[('C', 0.88644), ('A', 0.098083), ('D', 0.010274), ('B', 0.005203)]"
72,A,100,250,"[('A', 0.888031), ('B', 0.109855), ('D', 0.001573), ('C', 0.000541)]"
73,A,120,200,"[('C', 0.905345), ('A', 0.057182), ('D', 0.025429), ('B', 0.012044)]"
74,C,40,25,"[('A', 0.50128), ('C', 0.485032), ('D', 0.00879), ('B', 0.004898)]"
75,C,60,50,"[('C', 0.741527), ('A', 0.255003), ('D', 0.002585), ('B', 0.000885)]"
76,C,55,0,"[('C', 0.893067), ('A', 0.102024), ('D', 0.003416), ('B', 0.001493)]"
77,C,65,25,"[('C', 0.924515), ('D', 0.073388), ('B', 0.001134), ('A', 0.000963)]"
78,C,40,75,"[('C', 0.987747), ('D', 0.011598), ('B', 0.000587), ('A', 6.8e-05)]"
79,A,110,0,"[('A', 0.765831), ('C', 0.215108), ('D', 0.013157), ('B', 0.005904)]"
80,A,90,300,"[('A', 0.924877), ('B', 0.073717), ('D', 0.000866), ('C', 0.00054)]"
81,C,80,50,"[('C', 0.974602), ('A', 0.010337), ('D', 0.009449), ('B', 0.005612)]"
82,C,65,25,"[('A', 0.653756), ('C', 0.345158), ('B', 0.000945), ('D', 0.000141)]"
83,C,75,0,"[('C', 0.998207), ('A', 0.000948), ('D', 0.000715), ('B', 0.00013)]"
84,C,55,25,"[('C', 0.982009), ('D', 0.012903), ('B', 0.00312), ('A', 0.001968)]"
85,C,60,25,"[('C', 0.984176), ('D', 0.013658), ('B', 0.002026), ('A', 0.00014)]"
86,C,70,25,"[('C', 0.9822), ('D', 0.016246), ('A', 0.00121), ('B', 0.000344)]"
87,C,65,0,"[('C', 0.963594), ('D', 0.035375), ('A', 0.000539), ('B', 0.000493)]"
88,D,40,0,"[('C', 0.886208), ('D', 0.094771), ('A', 0.013419), ('B', 0.005602)]"
89,D,45,0,"[('D', 0.948649), ('A', 0.043483), ('C', 0.004506), ('B', 0.003361)]"
90,D,55,0,"[('D', 0.966215), ('C', 0.030846), ('B', 0.001821), ('A', 0.001118)]"
91,D,65,0,"[('D', 0.97554), ('C', 0.022796), ('B', 0.001489), ('A', 0.000174)]"
92,D,70,0,"[('D', 0.961305), ('C', 0.03808), ('A', 0.000348), ('B', 0.000267)]"
93,D,50,0,"[('D', 0.987033), ('C', 0.00671), ('A', 0.005056), ('B', 0.001201)]"
94,D,70,275,"[('D', 0.886741), ('C', 0.098421), ('B', 0.011831), ('A', 0.003007)]"
95,A,130,150,"[('C', 0.656193), ('A', 0.196971), ('B', 0.145398), ('D', 0.001438)]"
96,A,120,250,"[('A', 0.541932), ('C', 0.42525), ('B', 0.017337), ('D', 0.015481)]"
97,B,110,0,"[('C', 0.685841), ('A', 0.30447), ('B', 0.007775), ('D', 0.001915)]"
98,B,140,0,"[('B', 0.993459), ('A', 0.005466), ('C', 0.000914), ('D', 0.000161)]"
99,B,130,0,"[('B', 0.998515), ('A', 0.000802), ('D', 0.000506), ('C', 0.000177)]"
100,B,100,0,"[('B', 0.99447), ('D', 0.003583), ('A', 0.001724), ('C', 0.000222)]"
