trial,deck,gain,loss,probabilities
20,A,90,0,"[('B', 0.713797), ('A', 0.254083), ('D', 0.023043), ('C', 0.009077)]"
21,D,60,0,"[('D', 0.86823), ('B', 0.050166), ('A', 0.040838), ('C', 0.040767)]"
22,C,45,0,"[('C', 0.982442), ('B', 0.009658), ('A', 0.006031), ('D', 0.001869)]"
23,B,90,0,"[('B', 0.979723), ('A', 0.008361), ('D', 0.006664), ('C', 0.005252)]"
24,B,100,0,"[('B', 0.280637), ('D', 0.259034), ('C', 0.235108), ('A', 0.225221)]"
25,C,60,50,"[('A', 0.478455), ('C', 0.207989), ('B', 0.168912), ('D', 0.144645)]"
26,B,90,0,"[('B', 0.582001), ('A', 0.262559), ('D', 0.12719), ('C', 0.02825)]"
27,D,40,0,"[('B', 0.503637), ('A', 0.231756), ('D', 0.160474), ('C', 0.104133)]"
28,C,40,50,"[('C', 0.956207), ('A', 0.03901), ('D', 0.003357), ('B', 0.001426)]"
29,A,110,300,"[('B', 0.795564), ('A', 0.172084), ('D', 0.02232), ('C', 0.010032)]"
30,A,100,0,"[('C', 0.918629), ('D', 0.041336), ('B', 0.022422), ('A', 0.017613)]"
31,D,55,0,"[('D', 0.97616), ('C', 0.018002), ('A', 0.003022), ('B', 0.002817)]"
32,C,55,0,"[('C', 0.998176), ('B', 0.00146), ('D', 0.00021), ('A', 0.000153)]"
33,B,120,0,"[('B', 0.999626), ('A', 0.000188), ('C', 0.000132), ('D', 5.4e-05)]"
34,D,50,0,"[('D', 0.95639), ('A', 0.024594), ('C', 0.012076), ('B', 0.00694)]"
35,C,55,25,"[('C', 0.996862), ('A', 0.002323), ('B', 0.000537), ('D', 0.000278)]"
36,B,110,1250,"[('B', 0.980995), ('A', 0.018275), ('C', 0.00062), ('D', 0.00011)]"
37,C,65,75,"[('C', 0.546457), ('A', 0.422895), ('B', 0.019087), ('D', 0.011561)]"
38,D,60,250,"[('A', 0.667133), ('B', 0.168497), ('D', 0.140727), ('C', 0.023643)]"
39,C,45,0,"[('A', 0.487307), ('C', 0.484567), ('B', 0.022074), ('D', 0.006052)]"
40,B,80,0,"[('B', 0.967168), ('A', 0.021921), ('D', 0.009633), ('C', 0.001277)]"
41,B,110,0,"[('B', 0.520933), ('A', 0.265246), ('D', 0.13976), ('C', 0.074062)]"
42,C,70,25,"[('C', 0.560214), ('A', 0.243052), ('D', 0.196327), ('B', 0.000407)]"
43,B,100,0,"[('B', 0.95626), ('A', 0.031685), ('D', 0.011603), ('C', 0.000452)]"
44,D,55,0,"[('D', 0.807915), ('B', 0.114147), ('A', 0.063967), ('C', 0.013971)]"
45,C,40,0,"[('C', 0.999739), ('A', 0.000247), ('B', 8e-06), ('D', 6e-06)]"
46,B,90,0,"[('B', 0.986258), ('A', 0.012675), ('D', 0.000559), ('C', 0.000508)]"
47,B,130,1500,"[('B', 0.752051), ('D', 0.139742), ('A', 0.094507), ('C', 0.013701)]"
48,C,50,25,"[('C', 0.884571), ('A', 0.112918), ('D', 0.002425), ('B', 8.7e-05)]"
49,D,40,0,"[('A', 0.489034), ('D', 0.444286), ('B', 0.059902), ('C', 0.006778)]"
50,C,60,75,"[('C', 0.998746), ('A', 0.001231), ('B', 1.7e-05), ('D', 6e-06)]"
51,B,120,0,"[('B', 0.876216), ('A', 0.062419), ('D', 0.060217), ('C', 0.001148)]"
52,D,60,0,"[('D', 0.834596), ('B', 0.108159), ('A', 0.05411), ('C', 0.003135)]"
53,C,70,0,"[('C', 0.999567), ('A', 0.000425), ('B', 6e-06), ('D', 2e-06)]"
54,B,130,0,"[('B', 0.999501), ('D', 0.000188), ('C', 0.000184), ('A', 0.000127)]"
55,C,40,50,"[('D', 0.428255), ('A', 0.403064), ('C', 0.141532), ('B', 0.027149)]"
56,A,80,200,"[('A', 0.902049), ('B', 0.087528), ('D', 0.010272), ('C', 0.000151)]"
57,C,60,0,"[('A', 0.548202), ('C', 0.393339), ('D', 0.049835), ('B', 0.008624)]"
58,B,110,0,"[('B', 0.992357), ('D', 0.004975), ('A', 0.002575), ('C', 9.3e-05)]"
59,B,90,0,"[('B', 0.802026), ('D', 0.090576), ('C', 0.077053), ('A', 0.030345)]"
60,C,65,25,"[('C', 0.80274), ('D', 0.191574), ('A', 0.005267), ('B', 0.000419)]"
61,B,100,0,"[('B', 0.99068), ('D', 0.007202), ('A', 0.001733), ('C', 0.000386)]"
62,D,40,0,"[('D', 0.984995), ('B', 0.008949), ('C', 0.005094), ('A', 0.000962)]"
63,C,55,0,"[('C', 0.999784), ('A', 0.000209), ('B', 6e-06), ('D', 2e-06)]"
64,B,120,0,"[('B', 0.999749), ('A', 0.000165), ('C', 4.3e-05), ('D', 4.2e-05)]"
65,D,45,0,"[('D', 0.938142), ('C', 0.033804), ('A', 0.025553), ('B', 0.002501)]"
66,C,80,50,"[('C', 0.999702), ('A', 0.000289), ('B', 5e-06), ('D', 4e-06)]"
67,A,120,0,"[('B', 0.990892), ('A', 0.009055), ('C', 4.2e-05), ('D', 1.1e-05)]"
68,D,55,0,"[('D', 0.931476), ('C', 0.052861), ('A', 0.015282), ('B', 0.000381)]"
69,C,40,25,"[('C', 0.999972), ('A', 1.9e-05), ('B', 9e-06), ('D', 1e-06)]"
70,B,120,1750,"[('B', 0.99944), ('A', 0.000516), ('D', 2.3e-05), ('C', 2.2e-05)]"
71,C,60,50,"[('C', 0.967679), ('A', 0.031841), ('D', 0.000374), ('B', 0.000107)]"
72,D,65,0,"[('D', 0.669158), ('A', 0.315367), ('B', 0.013733), ('C', 0.001742)]"
73,C,55,0,"[('C', 0.993517), ('B', 0.004074), ('A', 0.002384), ('D', 2.6e-05)]"
74,B,110,0,"[('B', 0.999868), ('C', 4.8e-05), ('D', 4.4e-05), ('A', 4e-05)]"
75,B,140,0,"[('B', 0.985643), ('D', 0.0085), ('C', 0.003936), ('A', 0.00192)]"
76,C,65,25,"[('C', 0.895093), ('D', 0.103071), ('A', 0.001782), ('B', 5.4e-05)]"
77,B,130,0,"[('B', 0.998648), ('A', 0.00112), ('D', 0.000227), ('C', 5e-06)]"
78,D,70,0,"[('D', 0.926342), ('B', 0.031509), ('A', 0.02144), ('C', 0.02071)]"
79,C,40,75,"[('C', 0.991105), ('A', 0.008819), ('D', 5.8e-05), ('B', 1.8e-05)]"
80,B,100,0,"[('B', 0.818666), ('A', 0.179923), ('D', 0.001143), ('C', 0.000268)]"
81,D,50,0,"[('D', 0.839246), ('A', 0.141381), ('C', 0.01761), ('B', 0.001763)]"
82,C,80,50,"[('C', 0.999923), ('A', 7.4e-05), ('B', 2e-06), ('D', 1e-06)]"
83,A,110,250,"[('A', 0.990937), ('B', 0.009056), ('C', 6e-06), ('D', 2e-06)]"
84,C,65,25,"[('C', 0.525161), ('A', 0.472453), ('B', 0.001321), ('D', 0.001065)]"
85,B,110,0,"[('B', 0.97438), ('D', 0.023021), ('A', 0.002544), ('C', 5.6e-05)]"
86,B,120,0,"[('B', 0.976362), ('D', 0.021428), ('A', 0.001434), ('C', 0.000775)]"
87,C,75,0,"[('C', 0.858698), ('D', 0.140543), ('A', 0.000736), ('B', 2.3e-05)]"
88,B,120,0,"[('B', 0.992352), ('D', 0.007569), ('A', 7.2e-05), ('C', 7e-06)]"
89,C,55,25,"[('D', 0.934298), ('C', 0.061464), ('B', 0.002712), ('A', 0.001525)]"
90,B,140,0,"[('B', 0.992764), ('D', 0.005409), ('A', 0.001823), ('C', 4e-06)]"
91,C,60,25,"[('D', 0.918522), ('C', 0.080708), ('A', 0.000636), ('B', 0.000133)]"
92,B,110,0,"[('B', 0.999007), ('A', 0.000646), ('D', 0.000336), ('C', 1.1e-05)]"
93,D,70,275,"[('B', 0.676333), ('D', 0.296638), ('A', 0.022993), ('C', 0.004036)]"
94,C,70,25,"[('C', 0.965137), ('A', 0.033699), ('B', 0.001001), ('D', 0.000163)]"
95,B,130,0,"[('B', 0.998895), ('A', 0.00093), ('D', 0.000155), ('C', 1.9e-05)]"
96,D,60,0,"[('D', 0.526717), ('C', 0.318572), ('B', 0.132704), ('A', 0.022006)]"
97,C,65,0,"[('C', 0.999862), ('A', 0.00013), ('B', 5e-06), ('D', 2e-06)]"
98,B,140,2000,"[('B', 0.999985), ('A', 1e-05), ('C', 4e-06), ('D', 1e-06)]"
99,C,55,75,"[('C', 0.978617), ('A', 0.02044), ('B', 0.000555), ('D', 0.000388)]"
100,B,120,0,"[('A', 0.658368), ('D', 0.271373), ('B', 0.05092), ('C', 0.019339)]"
