trial,deck,gain,loss,probabilities
59,E,120,0,"[('E', 0.650989), ('G', 0.348375), ('H', 0.000607), ('F', 2.8e-05)]"
60,H,55,0,"[('H', 0.981666), ('G', 0.017756), ('E', 0.000333), ('F', 0.000245)]"
61,F,130,0,"[('F', 0.996115), ('G', 0.003793), ('H', 7.4e-05), ('E', 1.8e-05)]"
62,G,40,0,"[('G', 0.999985), ('E', 1.1e-05), ('H', 3e-06), ('F', 0.0)]"
63,H,65,0,"[('H', 0.999961), ('E', 2.1e-05), ('F', 1.1e-05), ('G', 7e-06)]"
64,F,110,0,"[('F', 0.99991), ('G', 7.3e-05), ('H', 1.4e-05), ('E', 3e-06)]"
65,G,50,25,"[('G', 0.999998), ('H', 1e-06), ('E', 1e-06), ('F', 0.0)]"
66,H,80,0,"[('H', 0.999941), ('F', 3.1e-05), ('E', 2.4e-05), ('G', 3e-06)]"
67,F,90,0,"[('F', 0.999961), ('E', 2e-05), ('G', 1.1e-05), ('H', 9e-06)]"
68,G,60,75,"[('G', 0.999995), ('E', 2e-06), ('H', 2e-06), ('F', 0.0)]"
69,H,40,0,"[('H', 0.99957), ('E', 0.000218), ('F', 0.000146), ('G', 6.6e-05)]"
70,F,100,0,"[('F', 0.998811), ('E', 0.001156), ('H', 2.5e-05), ('G', 8e-06)]"
71,G,70,0,"[('G', 0.999828), ('E', 0.000139), ('H', 3.3e-05), ('F', 0.0)]"
72,H,80,0,"[('H', 0.999967), ('F', 2.8e-05), ('E', 3e-06), ('G', 2e-06)]"
73,F,120,0,"[('F', 0.999994), ('E', 2e-06), ('H', 2e-06), ('G', 2e-06)]"
74,G,40,50,"[('G', 0.656002), ('E', 0.343924), ('H', 7.3e-05), ('F', 1e-06)]"
75,H,40,0,"[('H', 0.999858), ('E', 7.4e-05), ('F', 6.2e-05), ('G', 6e-06)]"
76,F,120,1750,"[('F', 0.999734), ('E', 0.000238), ('H', 2.3e-05), ('G', 5e-06)]"
77,H,65,0,"[('H', 0.998398), ('E', 0.001487), ('G', 8.2e-05), ('F', 3.2e-05)]"
78,H,55,300,"[('H', 0.876857), ('E', 0.088114), ('F', 0.034727), ('G', 0.000302)]"
79,H,60,0,"[('H', 0.992417), ('E', 0.003965), ('F', 0.003312), ('G', 0.000305)]"
80,F,110,0,"[('F', 0.999753), ('E', 0.000181), ('H', 4.2e-05), ('G', 2.4e-05)]"
81,E,110,250,"[('E', 0.984718), ('G', 0.015246), ('H', 2.9e-05), ('F', 7e-06)]"
82,H,65,0,"[('H', 0.994576), ('F', 0.003969), ('E', 0.001136), ('G', 0.000318)]"
83,F,140,0,"[('F', 0.99978), ('G', 0.000113), ('H', 8.8e-05), ('E', 1.9e-05)]"
84,G,60,0,"[('G', 0.640059), ('E', 0.358704), ('H', 0.001202), ('F', 3.6e-05)]"
85,H,75,0,"[('H', 0.999991), ('F', 6e-06), ('E', 2e-06), ('G', 1e-06)]"
86,F,130,0,"[('F', 0.99996), ('H', 2.1e-05), ('G', 1.7e-05), ('E', 3e-06)]"
87,G,65,25,"[('G', 0.999998), ('E', 1e-06), ('H', 0.0), ('F', 0.0)]"
88,H,60,0,"[('H', 0.999986), ('F', 8e-06), ('E', 5e-06), ('G', 0.0)]"
89,F,100,0,"[('F', 0.999968), ('E', 2.7e-05), ('H', 2e-06), ('G', 2e-06)]"
90,G,55,0,"[('G', 0.999996), ('E', 3e-06), ('H', 1e-06), ('F', 0.0)]"
91,H,65,0,"[('H', 0.999989), ('F', 7e-06), ('E', 3e-06), ('G', 1e-06)]"
92,F,110,0,"[('F', 0.999982), ('E', 9e-06), ('H', 5e-06), ('G', 5e-06)]"
93,G,80,50,"[('G', 0.999994), ('E', 5e-06), ('H', 1e-06), ('F', 0.0)]"
94,H,75,325,"[('H', 0.999991), ('E', 5e-06), ('F', 4e-06), ('G', 0.0)]"
95,H,85,0,"[('H', 0.994363), ('E', 0.004266), ('F', 0.001345), ('G', 2.5e-05)]"
96,F,120,0,"[('F', 0.999497), ('H', 0.000237), ('E', 0.000142), ('G', 0.000124)]"
97,E,90,350,"[('G', 0.924461), ('E', 0.07553), ('H', 7e-06), ('F', 2e-06)]"
98,H,45,0,"[('H', 0.999531), ('E', 0.000266), ('F', 0.000141), ('G', 6.2e-05)]"
99,F,120,0,"[('F', 0.987825), ('E', 0.011396), ('H', 0.000526), ('G', 0.000253)]"
100,G,40,25,"[('G', 0.981003), ('E', 0.018965), ('H', 3.1e-05), ('F', 1e-06)]"
