trial,deck,gain,loss,probabilities
58,D,70,0,"[('D', 0.813765), ('A', 0.148002), ('B', 0.03777), ('C', 0.000463)]"
59,A,130,150,"[('A', 0.992704), ('D', 0.005563), ('B', 0.001692), ('C', 4.1e-05)]"
60,A,120,250,"[('A', 0.694853), ('C', 0.302064), ('B', 0.002617), ('D', 0.000466)]"
61,A,100,0,"[('C', 0.658118), ('A', 0.216998), ('D', 0.122201), ('B', 0.002683)]"
62,A,120,250,"[('A', 0.793971), ('B', 0.201025), ('D', 0.002563), ('C', 0.002441)]"
63,A,140,300,"[('D', 0.874424), ('A', 0.090518), ('C', 0.034274), ('B', 0.000784)]"
64,A,110,0,"[('C', 0.973122), ('A', 0.023597), ('D', 0.001955), ('B', 0.001326)]"
65,A,110,350,"[('A', 0.984994), ('C', 0.013953), ('B', 0.000699), ('D', 0.000354)]"
66,C,65,25,"[('C', 0.966206), ('A', 0.031504), ('B', 0.001199), ('D', 0.00109)]"
67,C,55,0,"[('C', 0.999102), ('A', 0.000615), ('D', 0.000189), ('B', 9.5e-05)]"
68,D,50,0,"[('D', 0.978965), ('C', 0.020746), ('B', 0.000216), ('A', 7.3e-05)]"
69,D,70,275,"[('D', 0.994355), ('A', 0.002661), ('C', 0.002553), ('B', 0.000431)]"
70,A,100,0,"[('C', 0.613205), ('A', 0.38295), ('B', 0.002088), ('D', 0.001757)]"
71,A,120,200,"[('A', 0.996847), ('B', 0.002355), ('C', 0.000729), ('D', 6.8e-05)]"
72,C,80,50,"[('C', 0.950052), ('A', 0.048453), ('B', 0.000988), ('D', 0.000506)]"
73,A,130,250,"[('C', 0.962244), ('D', 0.026045), ('A', 0.01062), ('B', 0.001091)]"
74,A,110,150,"[('C', 0.625544), ('A', 0.366271), ('D', 0.004667), ('B', 0.003519)]"
75,C,40,25,"[('C', 0.585497), ('A', 0.402317), ('D', 0.010525), ('B', 0.00166)]"
76,C,60,50,"[('C', 0.988916), ('D', 0.009812), ('A', 0.001052), ('B', 0.00022)]"
77,C,55,0,"[('D', 0.640209), ('C', 0.345298), ('A', 0.013783), ('B', 0.00071)]"
78,D,60,0,"[('D', 0.998097), ('C', 0.001693), ('A', 0.000118), ('B', 9.2e-05)]"
79,D,55,0,"[('D', 0.684193), ('A', 0.314317), ('B', 0.001264), ('C', 0.000226)]"
80,D,65,0,"[('D', 0.990297), ('A', 0.007602), ('B', 0.001684), ('C', 0.000417)]"
81,D,80,0,"[('D', 0.954248), ('A', 0.040913), ('B', 0.003606), ('C', 0.001233)]"
82,A,140,250,"[('A', 0.974373), ('D', 0.017469), ('B', 0.007727), ('C', 0.000431)]"
83,A,120,0,"[('A', 0.998083), ('C', 0.001554), ('B', 0.000327), ('D', 3.5e-05)]"
84,A,130,350,"[('A', 0.99949), ('B', 0.000502), ('C', 5e-06), ('D', 3e-06)]"
85,C,65,25,"[('C', 0.983441), ('A', 0.015923), ('B', 0.00058), ('D', 5.6e-05)]"
86,C,40,75,"[('C', 0.999794), ('A', 0.000123), ('D', 6.3e-05), ('B', 2e-05)]"
87,A,120,200,"[('C', 0.712149), ('A', 0.206112), ('D', 0.080972), ('B', 0.000767)]"
88,C,80,50,"[('C', 0.997147), ('A', 0.002217), ('D', 0.000441), ('B', 0.000195)]"
89,A,140,250,"[('A', 0.549473), ('C', 0.448641), ('D', 0.001083), ('B', 0.000803)]"
90,A,130,250,"[('A', 0.975804), ('C', 0.023819), ('B', 0.000219), ('D', 0.000159)]"
91,A,110,150,"[('C', 0.51665), ('A', 0.466046), ('D', 0.016164), ('B', 0.00114)]"
92,C,65,25,"[('C', 0.997074), ('D', 0.00149), ('A', 0.001231), ('B', 0.000205)]"
93,C,75,0,"[('C', 0.988624), ('D', 0.010917), ('B', 0.00023), ('A', 0.000229)]"
94,D,40,0,"[('D', 0.991819), ('C', 0.007461), ('A', 0.000462), ('B', 0.000258)]"
95,D,80,0,"[('D', 0.998382), ('A', 0.000801), ('C', 0.000717), ('B', 9.9e-05)]"
96,A,150,0,"[('A', 0.990811), ('D', 0.007776), ('B', 0.001357), ('C', 5.6e-05)]"
97,A,140,150,"[('A', 0.99992), ('B', 5e-05), ('C', 2.5e-05), ('D', 5e-06)]"
98,A,120,300,"[('A', 0.998402), ('C', 0.001316), ('D', 0.000258), ('B', 2.5e-05)]"
99,C,55,25,"[('C', 0.912256), ('A', 0.087178), ('B', 0.000433), ('D', 0.000133)]"
100,C,60,25,"[('C', 0.999916), ('D', 5.5e-05), ('A', 2.6e-05), ('B', 4e-06)]"
