trial,deck,gain,loss,probabilities
25,D,45,0,"[('C', 0.488364), ('A', 0.208462), ('B', 0.1809), ('D', 0.122274)]"
26,C,55,0,"[('D', 0.484548), ('C', 0.398675), ('A', 0.087688), ('B', 0.029089)]"
27,C,55,25,"[('C', 0.870045), ('D', 0.060648), ('A', 0.053435), ('B', 0.015872)]"
28,C,65,75,"[('C', 0.836696), ('B', 0.089585), ('A', 0.039974), ('D', 0.033745)]"
29,C,45,0,"[('C', 0.570471), ('A', 0.210477), ('B', 0.130901), ('D', 0.088151)]"
30,C,70,25,"[('C', 0.911588), ('A', 0.043922), ('D', 0.025204), ('B', 0.019285)]"
31,C,40,0,"[('C', 0.93544), ('D', 0.038776), ('B', 0.019354), ('A', 0.00643)]"
32,C,50,25,"[('C', 0.816005), ('A', 0.095604), ('D', 0.08103), ('B', 0.007361)]"
33,C,60,75,"[('C', 0.985186), ('B', 0.005807), ('D', 0.005521), ('A', 0.003486)]"
34,C,70,0,"[('C', 0.704657), ('A', 0.182815), ('D', 0.065518), ('B', 0.047009)]"
35,B,110,1250,"[('C', 0.856813), ('B', 0.074588), ('D', 0.056761), ('A', 0.011838)]"
36,A,90,0,"[('C', 0.439314), ('A', 0.315214), ('B', 0.18933), ('D', 0.056141)]"
37,B,80,0,"[('A', 0.655656), ('C', 0.187775), ('B', 0.085701), ('D', 0.070868)]"
38,A,110,300,"[('B', 0.883143), ('A', 0.057651), ('D', 0.041001), ('C', 0.018206)]"
39,A,100,0,"[('A', 0.752056), ('B', 0.095851), ('C', 0.088133), ('D', 0.06396)]"
40,B,110,0,"[('A', 0.545706), ('B', 0.286413), ('D', 0.086777), ('C', 0.081104)]"
41,C,40,50,"[('B', 0.857825), ('A', 0.084544), ('C', 0.034655), ('D', 0.022976)]"
42,A,80,200,"[('C', 0.758553), ('A', 0.137906), ('B', 0.096545), ('D', 0.006995)]"
43,C,60,0,"[('A', 0.674799), ('B', 0.17663), ('D', 0.076328), ('C', 0.072243)]"
44,C,65,25,"[('C', 0.565305), ('B', 0.240941), ('D', 0.142316), ('A', 0.051438)]"
45,C,55,0,"[('C', 0.98811), ('D', 0.006677), ('B', 0.003575), ('A', 0.001639)]"
46,C,80,50,"[('C', 0.908025), ('D', 0.058073), ('A', 0.019205), ('B', 0.014697)]"
47,C,40,25,"[('C', 0.991677), ('B', 0.004066), ('D', 0.002537), ('A', 0.001719)]"
48,C,60,50,"[('C', 0.929045), ('A', 0.043722), ('D', 0.022773), ('B', 0.004459)]"
49,C,55,0,"[('C', 0.948958), ('A', 0.028019), ('D', 0.018452), ('B', 0.00457)]"
50,C,65,25,"[('C', 0.976729), ('D', 0.01173), ('A', 0.008285), ('B', 0.003256)]"
51,C,40,75,"[('C', 0.993372), ('D', 0.00459), ('B', 0.001799), ('A', 0.000239)]"
52,C,80,50,"[('C', 0.514679), ('A', 0.427332), ('D', 0.034144), ('B', 0.023845)]"
53,C,65,25,"[('C', 0.980812), ('A', 0.008548), ('D', 0.006911), ('B', 0.003728)]"
54,C,75,0,"[('C', 0.995641), ('D', 0.00335), ('B', 0.000788), ('A', 0.000221)]"
55,D,55,0,"[('B', 0.805628), ('C', 0.136062), ('A', 0.039646), ('D', 0.018664)]"
56,C,55,25,"[('C', 0.492003), ('D', 0.41794), ('B', 0.057938), ('A', 0.032118)]"
57,C,60,25,"[('C', 0.985844), ('D', 0.007824), ('B', 0.004864), ('A', 0.001468)]"
58,C,70,25,"[('C', 0.996028), ('D', 0.002715), ('B', 0.000774), ('A', 0.000483)]"
59,C,65,0,"[('C', 0.994357), ('D', 0.003984), ('B', 0.001502), ('A', 0.000156)]"
60,B,100,0,"[('C', 0.870305), ('D', 0.050586), ('B', 0.040457), ('A', 0.038652)]"
61,B,90,0,"[('B', 0.991612), ('A', 0.005537), ('C', 0.00213), ('D', 0.00072)]"
62,B,130,1500,"[('B', 0.978958), ('D', 0.008144), ('A', 0.007428), ('C', 0.00547)]"
63,A,120,0,"[('A', 0.924031), ('C', 0.043339), ('D', 0.022105), ('B', 0.010525)]"
64,B,120,0,"[('B', 0.94905), ('A', 0.045919), ('C', 0.004395), ('D', 0.000636)]"
65,B,130,0,"[('B', 0.678863), ('C', 0.146067), ('A', 0.105329), ('D', 0.06974)]"
66,C,55,75,"[('B', 0.449168), ('C', 0.431852), ('A', 0.083722), ('D', 0.035258)]"
67,C,75,25,"[('C', 0.539811), ('A', 0.279286), ('B', 0.149459), ('D', 0.031444)]"
68,C,45,50,"[('C', 0.993582), ('B', 0.002652), ('D', 0.002559), ('A', 0.001207)]"
69,A,110,250,"[('C', 0.494545), ('A', 0.483789), ('D', 0.011163), ('B', 0.010503)]"
70,C,85,75,"[('A', 0.89039), ('B', 0.055558), ('C', 0.044428), ('D', 0.009624)]"
71,D,60,0,"[('C', 0.836224), ('A', 0.122046), ('B', 0.031131), ('D', 0.010598)]"
72,A,90,350,"[('C', 0.566276), ('D', 0.285627), ('A', 0.07846), ('B', 0.069637)]"
73,A,110,0,"[('A', 0.929508), ('B', 0.042577), ('C', 0.02412), ('D', 0.003795)]"
74,B,110,0,"[('B', 0.988139), ('A', 0.00757), ('C', 0.002801), ('D', 0.00149)]"
75,C,70,25,"[('B', 0.783123), ('C', 0.20292), ('D', 0.011936), ('A', 0.002022)]"
76,C,80,0,"[('C', 0.993785), ('B', 0.003281), ('D', 0.002612), ('A', 0.000322)]"
77,B,90,0,"[('C', 0.568062), ('B', 0.308435), ('D', 0.115911), ('A', 0.007592)]"
78,B,100,0,"[('B', 0.993567), ('C', 0.002837), ('A', 0.00278), ('D', 0.000816)]"
79,A,130,350,"[('B', 0.879303), ('C', 0.08556), ('A', 0.028796), ('D', 0.006341)]"
80,C,60,25,"[('A', 0.64857), ('C', 0.282452), ('B', 0.052892), ('D', 0.016086)]"
81,C,65,25,"[('C', 0.995759), ('D', 0.002758), ('A', 0.000874), ('B', 0.000608)]"
82,C,75,25,"[('C', 0.998913), ('D', 0.000714), ('B', 0.000212), ('A', 0.000161)]"
83,C,70,25,"[('C', 0.998176), ('D', 0.001544), ('B', 0.000213), ('A', 6.6e-05)]"
84,C,60,75,"[('C', 0.997603), ('D', 0.001921), ('B', 0.000243), ('A', 0.000234)]"
85,A,90,0,"[('C', 0.86187), ('A', 0.125156), ('D', 0.008922), ('B', 0.004051)]"
86,B,120,0,"[('B', 0.959789), ('A', 0.039981), ('C', 0.000202), ('D', 2.7e-05)]"
87,B,120,1750,"[('B', 0.958527), ('C', 0.036639), ('A', 0.004657), ('D', 0.000177)]"
88,A,100,250,"[('A', 0.981644), ('C', 0.009933), ('D', 0.007748), ('B', 0.000675)]"
89,A,120,200,"[('A', 0.9283), ('C', 0.051424), ('D', 0.019096), ('B', 0.00118)]"
90,D,40,0,"[('A', 0.948566), ('C', 0.030086), ('D', 0.020004), ('B', 0.001344)]"
91,C,80,25,"[('C', 0.473204), ('A', 0.438351), ('D', 0.066003), ('B', 0.022443)]"
92,C,50,50,"[('C', 0.984286), ('D', 0.007229), ('B', 0.005819), ('A', 0.002666)]"
93,C,90,75,"[('C', 0.931828), ('A', 0.065062), ('D', 0.001626), ('B', 0.001484)]"
94,C,75,25,"[('C', 0.941151), ('A', 0.04598), ('B', 0.007518), ('D', 0.005352)]"
95,C,85,25,"[('C', 0.982292), ('D', 0.011055), ('B', 0.005984), ('A', 0.00067)]"
96,C,65,25,"[('C', 0.99595), ('D', 0.00303), ('B', 0.000868), ('A', 0.000152)]"
97,C,70,25,"[('C', 0.998088), ('D', 0.001392), ('A', 0.000273), ('B', 0.000247)]"
98,C,80,25,"[('C', 0.996425), ('D', 0.002491), ('B', 0.000681), ('A', 0.000404)]"
99,C,75,25,"[('C', 0.999488), ('A', 0.000295), ('B', 0.000181), ('D', 3.6e-05)]"
100,C,65,75,"[('C', 0.99799), ('D', 0.001685), ('B', 0.000302), ('A', 2.4e-05)]"
