trial,deck,gain,loss,probabilities
58,H,65,375,"[('H', 0.986594), ('E', 0.011746), ('F', 0.001227), ('G', 0.000434)]"
59,H,80,0,"[('H', 0.959997), ('E', 0.029799), ('F', 0.007475), ('G', 0.002729)]"
60,H,65,0,"[('H', 0.999992), ('E', 5e-06), ('F', 2e-06), ('G', 1e-06)]"
61,F,100,0,"[('E', 0.540875), ('G', 0.379399), ('F', 0.079644), ('H', 8.2e-05)]"
62,E,100,0,"[('F', 0.527241), ('E', 0.462471), ('G', 0.010265), ('H', 2.3e-05)]"
63,E,120,0,"[('E', 0.929674), ('F', 0.038289), ('G', 0.032035), ('H', 3e-06)]"
64,E,80,150,"[('E', 0.989239), ('G', 0.00746), ('F', 0.003299), ('H', 2e-06)]"
65,E,90,0,"[('E', 0.878128), ('F', 0.094284), ('G', 0.027575), ('H', 1.2e-05)]"
66,E,110,300,"[('E', 0.995067), ('G', 0.003218), ('F', 0.001714), ('H', 1e-06)]"
67,G,50,0,"[('E', 0.909782), ('F', 0.065931), ('G', 0.024285), ('H', 2e-06)]"
68,G,60,0,"[('G', 0.982178), ('E', 0.016218), ('F', 0.001576), ('H', 2.8e-05)]"
69,G,40,50,"[('G', 0.997096), ('E', 0.001945), ('F', 0.000958), ('H', 1e-06)]"
70,E,100,0,"[('G', 0.402219), ('E', 0.398842), ('F', 0.19888), ('H', 5.9e-05)]"
71,E,80,200,"[('E', 0.998979), ('F', 0.000541), ('G', 0.000476), ('H', 4e-06)]"
72,G,55,0,"[('E', 0.923312), ('G', 0.046987), ('F', 0.02969), ('H', 1e-05)]"
73,F,80,0,"[('G', 0.878056), ('E', 0.103446), ('F', 0.018486), ('H', 1.2e-05)]"
74,F,110,0,"[('F', 0.992404), ('G', 0.00645), ('E', 0.001076), ('H', 6.9e-05)]"
75,F,120,0,"[('F', 0.976851), ('E', 0.020355), ('G', 0.002781), ('H', 1.2e-05)]"
76,F,90,0,"[('F', 0.980373), ('E', 0.01794), ('G', 0.001672), ('H', 1.5e-05)]"
77,F,100,0,"[('F', 0.98356), ('E', 0.013774), ('G', 0.002659), ('H', 7e-06)]"
78,F,90,0,"[('F', 0.994027), ('E', 0.004663), ('G', 0.001302), ('H', 8e-06)]"
79,F,120,0,"[('F', 0.979968), ('E', 0.014923), ('G', 0.005105), ('H', 5e-06)]"
80,F,110,1250,"[('F', 0.984027), ('E', 0.015212), ('G', 0.000754), ('H', 7e-06)]"
81,G,55,50,"[('E', 0.653554), ('G', 0.249123), ('F', 0.097122), ('H', 0.0002)]"
82,F,80,0,"[('G', 0.79244), ('E', 0.199225), ('F', 0.0083), ('H', 3.6e-05)]"
83,F,110,0,"[('F', 0.583977), ('G', 0.385671), ('E', 0.030272), ('H', 8e-05)]"
84,G,45,0,"[('F', 0.99325), ('G', 0.004025), ('E', 0.002715), ('H', 9e-06)]"
85,F,100,0,"[('G', 0.809663), ('E', 0.096347), ('F', 0.093946), ('H', 4.4e-05)]"
86,G,50,50,"[('F', 0.95508), ('G', 0.03407), ('E', 0.010847), ('H', 3e-06)]"
87,F,90,0,"[('F', 0.71155), ('G', 0.224037), ('E', 0.064405), ('H', 8e-06)]"
88,F,130,1500,"[('F', 0.919704), ('G', 0.078759), ('E', 0.001534), ('H', 3e-06)]"
89,E,120,0,"[('G', 0.756074), ('E', 0.234949), ('F', 0.008929), ('H', 4.8e-05)]"
90,E,110,250,"[('E', 0.997513), ('G', 0.001942), ('F', 0.000543), ('H', 1e-06)]"
91,E,90,350,"[('E', 0.986075), ('G', 0.010155), ('F', 0.003764), ('H', 6e-06)]"
92,E,110,0,"[('E', 0.967124), ('G', 0.028294), ('F', 0.004568), ('H', 1.4e-05)]"
93,E,130,350,"[('E', 0.995547), ('G', 0.00372), ('F', 0.00073), ('H', 3e-06)]"
94,E,90,0,"[('E', 0.969093), ('G', 0.023401), ('F', 0.007503), ('H', 3e-06)]"
95,E,100,250,"[('E', 0.991882), ('F', 0.006009), ('G', 0.002106), ('H', 3e-06)]"
96,E,120,200,"[('E', 0.991242), ('F', 0.005253), ('G', 0.003503), ('H', 1e-06)]"
97,E,110,0,"[('E', 0.982576), ('G', 0.013271), ('F', 0.004143), ('H', 9e-06)]"
98,E,90,300,"[('E', 0.966405), ('G', 0.030615), ('F', 0.002974), ('H', 6e-06)]"
99,E,130,150,"[('E', 0.990837), ('G', 0.00508), ('F', 0.004081), ('H', 2e-06)]"
100,E,120,250,"[('E', 0.983219), ('G', 0.013865), ('F', 0.002869), ('H', 4.7e-05)]"
